x,y
1.0,0.00131
0.9989593766698849,0.0014912125037546858
0.9978997693297016,0.001675654515089481
0.9968206611164424,0.0018621626221422274
0.9957219239592927,0.002051832904486704
0.9946031004924244,0.002243878815063621
0.993463981353387,0.0024389707345543136
0.9923041868762976,0.002636810440218164
0.9911234127944971,0.0028375560591449925
0.9899213668065652,0.003041459997845696
0.9886976447918501,0.0032481318615991584
0.9874520084971683,0.0034581818476545896
0.9861840607711426,0.00367129854768096
0.9848934962357119,0.003887732484721751
0.9835799970358204,0.004107680436855555
0.9822431733130108,0.004330926084781899
0.9808827318647795,0.004557848681775943
0.9794983248873526,0.004788518571484502
0.9780895923767864,0.005022948985963632
0.976656223885909,0.005261467127411197
0.9751978714733411,0.005504190493102788
0.9737142058444527,0.005751363436661936
0.972204908770306,0.0060033101229268245
0.9706696271936914,0.0062601585553051465
0.9691080205586339,0.006522124259645563
0.9675197890283623,0.006789675555449538
0.9659046221054919,0.007063222875513628
0.964262139119057,0.007342770593032918
0.9625919830232529,0.007628473272648574
0.960893789146372,0.007920448318549746
0.9591671951147979,0.008218833356180144
0.9574118656716093,0.008523927155369945
0.9556273788007266,0.008835534689678078
0.9538133605569743,0.009153744673922447
0.9519694351291721,0.009478638858537178
0.950095224999372,0.009810292034913728
0.9481903512686183,0.010148772918045857
0.946254433910118,0.01049414455274867
0.9442870917662999,0.010846463217868512
0.9422879426063872,0.0112057776300163
0.9402566032976455,0.011572128734017001
0.9381926899867511,0.011945549492668938
0.9360958182911758,0.01232606467436453
0.9339656040994386,0.012713693923266722
0.9318016707907125,0.01310848988410901
0.9296036586326601,0.013510587809943101
0.927371216521299,0.013920158156209703
0.9251039967969268,0.014337376427836213
0.9228016555144481,0.014762422974973445
0.9204638527632357,0.015195483009990421
0.9180902812271081,0.015636898215092624
0.9156805953098052,0.016086783132999827
0.9132344437574152,0.01654520111277019
0.9107514725027426,0.017012178299426403
0.9082313292973683,0.017487726781308447
0.905673702482338,0.017972047457381526
0.9030782122475378,0.01846495349028497
0.9004445105378214,0.018966397585059254
0.8977722734385082,0.01947642825517989
0.8950612020650464,0.019995191506933567
0.8923109824453416,0.02052271877933514
0.8895213613160323,0.02105932017681243
0.886692085141485,0.021605263212642882
0.883822861399742,0.0221605709198413
0.8809135125030928,0.022725815313895864
0.8779637368720289,0.023300882145692037
0.8749733362660914,0.023886139968287062
0.8719420411137364,0.024481542057956548
0.8688696429844932,0.025087301449772188
0.8657558991339742,0.02570340352328639
0.8626006284185219,0.026330088916967042
0.8594035809452153,0.026967194762035462
0.8561645969519945,0.027614951452629034
0.8528833988920177,0.02827293920331592
0.8495598069955066,0.02894116526124277
0.846193612837482,0.029619429041615703
0.8427846122022343,0.030307484825087595
0.8393326745235218,0.031005382635031276
0.8358377265488959,0.03171338325243009
0.8322997041836045,0.03243171719444787
0.8287185740586896,0.033160688594890506
0.8250943451794573,0.033900728782886184
0.8214270107600175,0.03465210817008103
0.8177165655015318,0.03541502033883849
0.8139630307425374,0.03618970260497751
0.8101664475485578,0.03697639969471879
0.8063268768157726,0.03777536190612362
0.8024443777982332,0.03858674015131158
0.798518974575385,0.039410425551108234
0.7945506767864102,0.040246150203039545
0.7905395148489337,0.041093654137688417
0.7864855382266327,0.04195267471565589
0.7823888506924701,0.04282311045604587
0.7782496193026329,0.04370505968187545
0.7740680377636183,0.044598645138240973
0.7698443267667976,0.04550401358482794
0.765578703939928,0.046421194291002006
0.7612713650502269,0.04735001187193765
0.7569225095530931,0.04829020528198846
0.7525323550350008,0.0492414939438957
0.7481011377589705,0.05020357903910312
0.7436291179520265,0.05117616664377708
0.7391165797952849,0.05215896646163475
0.7345638096600184,0.053151590949810236
0.7299711263334296,0.05415369322946915
0.7253388952300543,0.0551650310958994
0.7206675333802209,0.056185488963278164
0.7159574748407815,0.05721491887823666
0.711209181425889,0.05825318935521563
0.7064231128813373,0.059300048810537735
0.7015997128851896,0.06035506159885093
0.6967394448732132,0.06141777172417275
0.691842792654303,0.06248770552306739
0.6869102901723236,0.06356450798612441
0.6819424981574319,0.06464783637268007
0.6769400294520572,0.06573747706924213
0.671903473105985,0.06683299796761669
0.6668334302692047,0.06793391332427326
0.6617304273446397,0.06903928332286098
0.6565950850609101,0.07014849280489685
0.6514279967031338,0.07126068996847094
0.6462300211953099,0.07237615003482986
0.6410020026729593,0.07349498033242077
0.6357448403020772,0.07461744663338647
0.6304592343782478,0.07574278425474901
0.6251456142418927,0.07686884748737845
0.6198044970987676,0.07799378424472071
0.6144364103959018,0.07911566749785696
0.6090422655936153,0.08023428935686455
0.6036231289535112,0.08135010371718913
0.5981799919440517,0.08246312436532564
0.5927136664499533,0.08357239718735886
0.5872248253650759,0.08467617826991929
0.5817141032015998,0.0857724089727989
0.5761822901712936,0.08685968349242583
0.5706306626145612,0.0879389804087918
0.5650604704467426,0.08901110978602766
0.5594728996075983,0.09007650619139941
0.5538689760085975,0.09113470900442204
0.5482497070834921,0.09218509129653055
0.5426160889482807,0.09322689506907365
0.5369691436648141,0.09425943158870202
0.5313099342959109,0.09528217046768073
0.5256395808202343,0.09629484354008162
0.5199590592765588,0.09729632326737865
0.5142692568228167,0.09828489915266485
0.5085710105703691,0.09925846579481112
0.5028654122898156,0.10021631110168255
0.4971537047435663,0.10115859123807809
0.4914371308490382,0.10208546547835298
0.4857168920735844,0.10299683931636477
0.47999404371020016,0.10389167965158615
0.4742697664286758,0.10476972211803422
0.4685451391989631,0.10563003045925722
0.4628211493647066,0.10647101075184419
