Cd,Cl
0.011703449,0.024718527
0.012142828,0.141666671
0.012217126,0.248962602
0.012972568,0.346308615
0.013387423,0.447410079
0.013461617,0.546169454
0.01397384,0.650901749
0.014582734,0.701947998
0.015410516,0.74561489
0.016189666,0.791734644
0.017187748,0.834133563
0.01828311,0.872846265
0.019743345,0.904138068
0.021446813,0.929263098
0.02183618,0.935249863
